instante,36_temperature,37_humidity,38_pm25,39_pm10,40_no2,41_so2,42_co,43_o3
2023-06-29 13:36:00,27.9,32.84,128.0,5.0,42.0,1.0,422.0,8.0
2023-06-29 13:39:00,27.82,32.47,128.0,5.0,41.5,1.5,423.83500000000004,7.5
2023-06-29 13:42:00,27.675,32.205,128.0,4.0,41.0,1.5,425.5,7.5
2023-06-29 13:45:00,27.53,32.18,128.0,5.0,41.0,1.0,424.0,8.0
2023-06-29 13:48:00,27.93,32.19,128.0,5.0,40.0,1.0,427.67,7.0
2023-06-29 13:51:00,,,,,,,,
2023-06-29 13:54:00,27.675,32.185,128.0,5.0,41.5,1.0,424.83500000000004,7.0
2023-06-29 13:57:00,,,,,,,,
2023-06-29 14:00:00,27.95,32.375,127.0,4.0,41.5,1.0,424.67,7.0
2023-06-29 14:03:00,28.045,32.394999999999996,128.0,5.5,41.5,1.0,423.83500000000004,7.0
2023-06-29 14:06:00,27.53,32.4,128.0,6.0,40.0,1.0,427.33,8.0
2023-06-29 14:09:00,27.97,32.47,128.0,6.0,41.0,2.0,427.0,7.0
2023-06-29 14:12:00,27.93,32.44,128.0,6.0,42.0,1.0,423.33,8.0
2023-06-29 14:15:00,28.475,32.375,128.0,4.5,41.0,1.0,424.83500000000004,8.0
2023-06-29 14:18:00,27.875,32.05,128.0,6.5,40.5,1.0,426.0,8.0
2023-06-29 14:21:00,27.9,31.5,128.0,5.0,41.0,1.0,424.33,8.0
2023-06-29 14:24:00,28.045,31.270000000000003,128.0,5.0,41.0,1.0,430.0,7.5
2023-06-29 14:27:00,27.73,31.275,128.0,6.0,40.5,1.0,425.83500000000004,7.0
2023-06-29 14:30:00,27.895000000000003,31.23,128.0,7.5,40.0,1.5,424.16499999999996,8.0
2023-06-29 14:33:00,28.08,30.99,128.0,7.0,41.0,1.0,423.33,7.0
2023-06-29 14:36:00,27.97,30.84,128.0,6.0,42.0,1.0,424.0,8.0
2023-06-29 14:39:00,27.56,30.72,128.0,6.0,40.0,1.0,423.0,8.0
2023-06-29 14:42:00,28.27,30.64,128.0,6.0,41.0,1.0,428.33,8.0
2023-06-29 14:45:00,28.08,30.55,128.0,7.5,102.5,1.0,423.66499999999996,7.5
2023-06-29 14:48:00,28.435,30.43,128.0,7.0,40.5,1.0,427.25,7.5
2023-06-29 14:51:00,,,,,,,,
2023-06-29 14:54:00,28.255,30.075000000000003,128.0,7.0,40.5,1.0,425.75,7.0
2023-06-29 14:57:00,28.119999999999997,29.97,128.0,5.5,41.0,1.0,424.83500000000004,7.0
2023-06-29 15:00:00,28.64,29.93,128.0,5.0,40.0,2.0,419.0,7.0
2023-06-29 15:03:00,28.64,29.91,128.0,6.0,43.0,1.0,424.33,7.0
2023-06-29 15:06:00,28.59,29.66,128.0,5.0,40.5,1.0,426.2,8.0
2023-06-29 15:09:00,28.42,29.705,128.0,5.5,43.0,1.0,429.67,7.0
2023-06-29 15:12:00,28.515,29.965,128.0,5.0,41.5,1.0,424.83500000000004,7.5
2023-06-29 15:15:00,28.195,30.25,128.0,5.0,41.0,1.0,424.66499999999996,8.0
2023-06-29 15:18:00,28.34,31.15,128.0,5.0,41.0,1.0,428.6,8.0
2023-06-29 15:21:00,28.495,31.65,128.0,5.0,39.5,1.0,426.75,7.5
2023-06-29 15:24:00,23.92,32.025,128.0,5.0,39.5,1.0,428.91499999999996,7.5
2023-06-29 15:27:00,28.61,32.23,128.0,6.0,39.0,1.0,424.0,8.0
2023-06-29 15:30:00,28.869999999999997,32.47,128.0,6.5,40.0,1.0,426.0,7.5
2023-06-29 15:33:00,28.46,32.59,128.0,6.0,41.0,1.0,429.0,8.0
2023-06-29 15:36:00,28.494999999999997,32.88,128.5,5.0,43.0,1.5,424.17,7.5
2023-06-29 15:39:00,28.64,33.09,128.0,6.0,40.0,1.0,425.0,7.0
2023-06-29 15:42:00,28.855,33.33,128.0,6.5,41.0,1.0,425.16499999999996,7.5
2023-06-29 15:45:00,28.64,33.39,128.0,6.0,40.0,2.0,423.33,8.0
2023-06-29 15:48:00,28.29,33.370000000000005,128.0,6.0,41.0,1.0,422.75,7.5
2023-06-29 15:51:00,28.64,33.28,128.0,5.0,41.0,1.0,426.0,8.0
2023-06-29 15:54:00,28.475,32.96,128.0,5.5,40.0,1.0,426.0,7.5
2023-06-29 15:57:00,28.49,32.77,128.0,6.0,41.0,1.0,424.0,8.0
2023-06-29 16:00:00,28.869999999999997,32.565,128.0,6.0,39.5,1.0,421.25,8.0
2023-06-29 16:03:00,28.95,32.55,128.0,5.0,41.0,1.0,424.0,7.0
2023-06-29 16:06:00,29.119999999999997,32.795,128.0,5.5,42.0,1.5,426.135,7.0
2023-06-29 16:09:00,29.1,32.85,128.0,6.0,41.0,1.0,424.0,7.0
2023-06-29 16:12:00,28.91,32.86,128.0,4.5,40.5,1.0,427.33500000000004,8.0
2023-06-29 16:15:00,28.72,32.85,128.0,6.0,42.0,1.0,424.0,8.0
2023-06-29 16:18:00,28.93,32.72,128.0,5.0,40.5,1.5,425.33,7.5
2023-06-29 16:21:00,28.64,32.53,128.0,5.0,41.0,1.0,423.33,7.0
2023-06-29 16:24:00,28.645,32.3,128.0,5.0,41.5,1.5,425.5,8.0
2023-06-29 16:27:00,28.72,31.99,128.0,5.0,41.0,1.0,423.33,8.0
2023-06-29 16:30:00,28.855,31.91,128.0,6.0,41.0,1.0,424.83500000000004,8.0
2023-06-29 16:33:00,28.64,31.99,128.0,6.0,41.0,1.0,425.5,8.0
2023-06-29 16:36:00,29.064999999999998,32.015,128.0,5.5,41.0,1.0,426.16499999999996,42.5
2023-06-29 16:39:00,28.72,32.11,128.0,5.0,41.0,1.0,423.33,7.0
2023-06-29 16:42:00,28.875,32.315,128.0,6.0,41.0,1.5,426.5,7.5
2023-06-29 16:45:00,28.855,32.455,128.0,5.5,40.5,1.0,425.0,7.0
2023-06-29 16:48:00,28.8,32.5,128.0,5.0,40.0,1.0,425.5,7.0
2023-06-29 16:51:00,29.02,32.51,128.0,6.0,40.0,1.0,425.5,8.0
2023-06-29 16:54:00,29.174999999999997,32.614999999999995,128.0,5.5,41.5,1.0,426.16499999999996,15.5
2023-06-29 16:57:00,28.64,32.61,128.0,6.0,41.0,1.0,424.0,11.0
2023-06-29 17:00:00,28.814999999999998,32.595,128.0,6.0,40.0,1.0,425.8,9.0
2023-06-29 17:03:00,29.1,32.57,128.0,6.0,42.0,1.0,428.0,8.0
2023-06-29 17:06:00,29.134999999999998,32.34,128.0,6.5,40.0,1.0,428.25,7.5
2023-06-29 17:09:00,28.72,32.28,128.0,6.0,42.0,1.0,422.67,7.0
2023-06-29 17:12:00,28.665,32.305,128.0,6.0,40.5,1.0,424.3,8.0
2023-06-29 17:15:00,28.64,32.28,128.0,6.0,41.0,1.0,429.0,7.0
2023-06-29 17:18:00,28.869999999999997,32.265,128.0,6.0,39.5,1.0,427.58500000000004,8.0
2023-06-29 17:21:00,29.25,32.39,128.0,6.0,40.0,1.0,424.0,8.0
2023-06-29 17:24:00,28.91,32.47,128.0,5.5,38.5,1.0,421.5,8.0
2023-06-29 17:27:00,29.1,32.45,128.0,5.0,41.0,1.0,423.33,7.0
2023-06-29 17:30:00,28.91,32.285,128.0,6.5,42.0,1.0,426.16499999999996,7.5
2023-06-29 17:33:00,28.76,32.23,128.0,6.0,40.0,1.0,425.0,7.0
2023-06-29 17:36:00,29.060000000000002,32.519999999999996,129.5,7.0,40.0,1.0,427.5,7.0
2023-06-29 17:39:00,29.21,32.78,128.0,6.0,41.0,1.0,426.67,8.0
2023-06-29 17:42:00,28.835,33.01,128.0,7.0,41.0,1.0,423.5,7.5
2023-06-29 17:45:00,29.25,33.26,128.0,6.0,41.0,1.0,423.33,8.0
2023-06-29 17:48:00,28.985,33.335,128.0,7.0,40.5,1.0,427.0,8.0
2023-06-29 17:51:00,29.06,33.42,128.0,8.0,40.0,1.0,424.33,7.0
2023-06-29 17:54:00,29.08,33.685,128.0,8.5,40.0,1.0,422.16499999999996,7.5
2023-06-29 17:57:00,28.95,33.76,128.0,7.0,41.0,1.0,427.33,8.0
2023-06-29 18:00:00,28.66,33.68,128.0,6.5,41.0,1.5,429.67,8.0
2023-06-29 18:03:00,29.21,33.5,128.0,6.0,41.0,1.0,421.33,7.0
2023-06-29 18:06:00,28.814999999999998,33.355000000000004,128.0,6.5,39.5,1.0,426.66499999999996,7.5
2023-06-29 18:09:00,28.61,33.18,128.0,7.0,40.0,1.0,424.0,7.0
2023-06-29 18:12:00,28.325,33.125,128.0,7.5,41.5,1.0,428.33500000000004,7.5
2023-06-29 18:15:00,28.72,33.055,128.0,6.5,40.0,1.0,426.16499999999996,7.5
2023-06-29 18:18:00,28.72,33.08,128.0,6.0,42.0,1.0,431.0,8.0
2023-06-29 18:21:00,28.87,33.11,128.0,6.5,41.0,1.0,420.25,7.5
2023-06-29 18:24:00,28.49,33.29,128.0,6.0,42.0,1.0,421.5,8.0
2023-06-29 18:27:00,28.740000000000002,33.38,128.0,6.5,41.0,1.0,426.16499999999996,8.0
2023-06-29 18:30:00,28.42,33.53,128.0,6.0,40.0,1.0,428.0,7.0
2023-06-29 18:33:00,28.72,33.7,128.0,7.0,41.5,1.0,425.8,8.0
2023-06-29 18:36:00,28.46,33.8,128.0,7.0,41.0,1.0,426.0,8.0
2023-06-29 18:39:00,28.8,33.79,128.0,6.0,40.0,1.0,424.0,7.0
2023-06-29 18:42:00,28.659999999999997,33.86,128.0,7.0,41.5,1.0,425.75,7.5
2023-06-29 18:45:00,28.59,34.004999999999995,128.0,6.5,40.0,1.0,424.91499999999996,7.0
2023-06-29 18:48:00,28.8,34.11,128.0,7.0,41.0,1.0,423.33,8.0
2023-06-29 18:51:00,28.87,34.085,128.0,6.5,39.5,1.5,421.83500000000004,8.0
2023-06-29 18:54:00,28.57,34.25,128.0,7.0,42.0,1.0,424.0,8.0
2023-06-29 18:57:00,28.535,34.415,128.0,6.5,41.0,1.5,424.0,7.5
2023-06-29 19:00:00,28.08,34.75,128.0,6.0,41.5,1.0,426.66499999999996,8.0
2023-06-29 19:03:00,28.72,35.1,,,,,,
2023-06-29 19:06:00,28.46,35.09,,,,,,
2023-06-29 19:09:00,28.025,35.105000000000004,,,,,,
2023-06-29 19:12:00,28.31,35.23,,,,,,
2023-06-29 19:15:00,28.08,35.36,,,,,,
2023-06-29 19:18:00,28.175,35.33,,,,,,
2023-06-29 19:21:00,28.42,35.21,,,,,,
2023-06-29 19:24:00,28.08,35.04,,,,,,
2023-06-29 19:27:00,,,,,,,,
2023-06-29 19:30:00,28.01,35.22,,,,,,
2023-06-29 19:33:00,27.895,35.275,,,,,,
2023-06-29 19:36:00,27.97,35.3,,,,,,
2023-06-29 19:39:00,28.01,35.36,,,,,,
2023-06-29 19:42:00,,,,,,,,
2023-06-29 19:45:00,27.9,35.58,,,,,,
2023-06-29 19:48:00,28.08,35.65,,,,,,
2023-06-29 19:51:00,27.75,35.6,,,,,,
2023-06-29 19:54:00,28.16,35.66,,,,,,
2023-06-29 19:57:00,27.42,35.83,128.0,,,,,
2023-06-29 20:00:00,27.545,35.885000000000005,128.0,8.0,41.0,1.0,422.25,7.0
2023-06-29 20:03:00,28.155,36.025,128.0,7.5,41.5,1.0,422.66499999999996,7.5
2023-06-29 20:06:00,28.174999999999997,35.95,128.0,8.0,42.0,1.0,425.5,8.5
2023-06-29 20:09:00,28.04,35.81,390.0,19.0,41.0,1.0,421.67,7.0
2023-06-29 20:12:00,27.69,35.625,135.0,6.5,40.0,1.0,428.0,7.5
2023-06-29 20:15:00,27.915,35.52,135.0,8.0,39.5,1.0,420.83500000000004,7.5
2023-06-29 20:18:00,29.4,35.49,128.0,9.5,40.0,1.5,426.83500000000004,9.0
2023-06-29 20:21:00,29.0,35.39,128.0,8.0,41.5,1.0,427.0,8.0
2023-06-29 20:24:00,28.134999999999998,35.41,128.0,8.5,40.0,1.5,424.16499999999996,7.5
2023-06-29 20:27:00,27.75,35.29,128.0,8.0,41.5,1.0,428.0,7.5
2023-06-29 20:30:00,28.21,35.235,135.0,8.5,42.5,1.0,423.5,7.5
2023-06-29 20:33:00,28.49,35.05,128.0,8.0,41.0,1.0,430.2,7.0
2023-06-29 20:36:00,27.97,34.46,128.0,8.0,40.0,1.0,427.0,8.0
2023-06-29 20:39:00,27.97,34.29,162.5,8.0,41.5,1.0,427.0,25.5
2023-06-29 20:42:00,28.08,34.51,128.0,9.0,41.0,1.0,427.0,7.0
2023-06-29 20:45:00,27.75,34.72,128.0,8.5,190.5,1.0,425.25,8.0
2023-06-29 20:48:00,28.08,,128.0,9.0,41.0,1.0,425.67,8.0
2023-06-29 20:51:00,27.875,35.019999999999996,128.0,9.0,40.0,1.0,424.83500000000004,7.5
2023-06-29 20:54:00,27.955,35.325,128.0,8.5,41.0,1.0,425.0,7.5
2023-06-29 20:57:00,27.78,35.54,128.0,8.0,40.0,1.0,424.0,7.0
2023-06-29 21:00:00,,,,,,,,
2023-06-29 21:03:00,27.97,35.59,,,,,,
2023-06-29 21:06:00,,,128.0,8.0,41.0,1.0,425.5,8.0
2023-06-29 21:09:00,,,,,,,,
2023-06-29 21:12:00,27.86,35.3,128.0,9.0,41.0,1.0,426.67,8.0
2023-06-29 21:15:00,27.285,35.370000000000005,128.0,8.0,39.5,1.5,425.33,7.5
2023-06-29 21:18:00,27.82,35.59,128.0,7.5,41.0,1.0,424.0,9.0
2023-06-29 21:21:00,27.67,35.71,128.0,7.5,42.0,1.0,428.0,8.0
2023-06-29 21:24:00,27.27,35.705,128.0,9.0,41.5,1.5,425.66499999999996,7.5
2023-06-29 21:27:00,27.23,35.78,128.0,8.0,40.0,1.0,425.67,10.0
2023-06-29 21:30:00,27.45,35.97,128.0,11.0,40.0,1.0,424.33,16.0
2023-06-29 21:33:00,24.805,36.22,128.0,9.0,41.0,1.0,429.25,14.5
2023-06-29 21:36:00,27.16,36.39,128.0,9.0,41.0,1.0,427.67,8.0
2023-06-29 21:39:00,27.015,36.61,128.0,9.5,41.0,1.0,425.16499999999996,11.5
2023-06-29 21:42:00,27.45,36.84,128.0,8.0,41.0,1.0,425.0,10.0
2023-06-29 21:45:00,26.975,36.89,128.0,8.5,41.5,1.0,424.0,7.5
2023-06-29 21:48:00,26.96,36.945,167.5,8.0,40.5,1.0,427.5,7.0
2023-06-29 21:51:00,27.09,36.96,104.5,4.5,41.0,1.0,426.33500000000004,26.5
2023-06-29 21:54:00,26.869999999999997,36.83,128.0,9.5,41.0,1.0,420.5,10.5
2023-06-29 21:57:00,26.91,36.84,128.0,9.0,41.0,1.0,427.0,10.0
2023-06-29 22:00:00,27.345,36.864999999999995,128.0,8.5,41.5,1.0,422.25,7.5
2023-06-29 22:03:00,27.065,36.845,129.0,9.5,40.0,1.0,425.83500000000004,11.5
2023-06-29 22:06:00,26.685,36.815,128.0,8.5,40.0,1.5,424.16499999999996,7.0
2023-06-29 22:09:00,26.83,36.75,128.0,8.0,42.0,1.0,424.0,8.0
2023-06-29 22:12:00,,,,,,,,
2023-06-29 22:15:00,,,,,,,,
2023-06-29 22:18:00,26.69,36.71,128.0,8.0,41.0,1.0,424.33,8.0
2023-06-29 22:21:00,,,,,,,,
2023-06-29 22:24:00,,,,,,,,
2023-06-29 22:27:00,,,,,,,,
2023-06-29 22:30:00,27.45,36.61,128.0,10.0,42.0,1.0,427.33,10.0
2023-06-29 22:33:00,,,,,,,,
2023-06-29 22:36:00,,,,,,,,
2023-06-29 22:39:00,,,,,,,,
2023-06-29 22:42:00,,,,,,,,
2023-06-29 22:45:00,,,,,,,,
2023-06-29 22:48:00,,,,,,,,
2023-06-29 22:51:00,,,,,,,,
2023-06-29 22:54:00,,,,,,,,
2023-06-29 22:57:00,,,,,,,,
2023-06-29 23:00:00,,,,,,,,
2023-06-29 23:03:00,,,,,,,,
2023-06-29 23:06:00,,,,,,,,
2023-06-29 23:09:00,,,,,,,,
2023-06-29 23:12:00,,,,,,,,
2023-06-29 23:15:00,,,,,,,,
2023-06-29 23:18:00,,,,,,,,
2023-06-29 23:21:00,,,,,,,,
2023-06-29 23:24:00,,,,,,,,
2023-06-29 23:27:00,,,,,,,,
2023-06-29 23:30:00,,,,,,,,
2023-06-29 23:33:00,,,,,,,,
2023-06-29 23:36:00,,,,,,,,
2023-06-29 23:39:00,,,,,,,,
2023-06-29 23:42:00,,,,,,,,
2023-06-29 23:45:00,,,,,,,,
2023-06-29 23:48:00,,,,,,,,
2023-06-29 23:51:00,,,,,,,,
2023-06-29 23:54:00,,,,,,,,
2023-06-29 23:57:00,,,,,,,,
2023-06-30 00:00:00,,,,,,,,
2023-06-30 00:03:00,,,,,,,,
2023-06-30 00:06:00,,,,,,,,
2023-06-30 00:09:00,,,,,,,,
2023-06-30 00:12:00,,,,,,,,
2023-06-30 00:15:00,,,,,,,,
2023-06-30 00:18:00,,,,,,,,
2023-06-30 00:21:00,,,,,,,,
2023-06-30 00:24:00,,,,,,,,
2023-06-30 00:27:00,,,,,,,,
2023-06-30 00:30:00,,,,,,,,
2023-06-30 00:33:00,,,,,,,,
2023-06-30 00:36:00,,,,,,,,
2023-06-30 00:39:00,,,,,,,,
2023-06-30 00:42:00,,,,,,,,
2023-06-30 00:45:00,,,,,,,,
2023-06-30 00:48:00,,,,,,,,
2023-06-30 00:51:00,,,,,,,,
2023-06-30 00:54:00,,,,,,,,
2023-06-30 00:57:00,,,,,,,,
2023-06-30 01:00:00,,,,,,,,
2023-06-30 01:03:00,,,,,,,,
2023-06-30 01:06:00,,,,,,,,
2023-06-30 01:09:00,,,,,,,,
2023-06-30 01:12:00,,,,,,,,
2023-06-30 01:15:00,,,,,,,,
2023-06-30 01:18:00,,,,,,,,
2023-06-30 01:21:00,,,,,,,,
2023-06-30 01:24:00,,,,,,,,
2023-06-30 01:27:00,,,,,,,,
2023-06-30 01:30:00,,,,,,,,
2023-06-30 01:33:00,,,,,,,,
2023-06-30 01:36:00,,,,,,,,
2023-06-30 01:39:00,,,,,,,,
2023-06-30 01:42:00,,,,,,,,
2023-06-30 01:45:00,,,,,,,,
2023-06-30 01:48:00,,,,,,,,
2023-06-30 01:51:00,,,,,,,,
2023-06-30 01:54:00,,,,,,,,
2023-06-30 01:57:00,,,,,,,,
2023-06-30 02:00:00,,,,,,,,
2023-06-30 02:03:00,,,,,,,,
2023-06-30 02:06:00,,,,,,,,
2023-06-30 02:09:00,,,,,,,,
2023-06-30 02:12:00,,,,,,,,
2023-06-30 02:15:00,,,,,,,,
2023-06-30 02:18:00,,,,,,,,
2023-06-30 02:21:00,,,,,,,,
2023-06-30 02:24:00,,,,,,,,
2023-06-30 02:27:00,,,,,,,,
2023-06-30 02:30:00,,,,,,,,
2023-06-30 02:33:00,,,,,,,,
2023-06-30 02:36:00,,,,,,,,
2023-06-30 02:39:00,,,,,,,,
2023-06-30 02:42:00,,,,,,,,
2023-06-30 02:45:00,,,,,,,,
2023-06-30 02:48:00,,,,,,,,
2023-06-30 02:51:00,,,,,,,,
2023-06-30 02:54:00,,,,,,,,
2023-06-30 02:57:00,,,,,,,,
2023-06-30 03:00:00,,,,,,,,
2023-06-30 03:03:00,,,,,,,,
2023-06-30 03:06:00,,,,,,,,
2023-06-30 03:09:00,,,,,,,,
2023-06-30 03:12:00,,,,,,,,
2023-06-30 03:15:00,,,,,,,,
2023-06-30 03:18:00,,,,,,,,
2023-06-30 03:21:00,,,,,,,,
2023-06-30 03:24:00,,,,,,,,
2023-06-30 03:27:00,,,,,,,,
2023-06-30 03:30:00,,,,,,,,
2023-06-30 03:33:00,,,,,,,,
2023-06-30 03:36:00,,,,,,,,
2023-06-30 03:39:00,,,,,,,,
2023-06-30 03:42:00,,,,,,,,
2023-06-30 03:45:00,,,,,,,,
2023-06-30 03:48:00,,,,,,,,
2023-06-30 03:51:00,,,,,,,,
2023-06-30 03:54:00,,,,,,,,
2023-06-30 03:57:00,,,,,,,,
2023-06-30 04:00:00,,,,,,,,
2023-06-30 04:03:00,,,,,,,,
2023-06-30 04:06:00,,,,,,,,
2023-06-30 04:09:00,,,,,,,,
2023-06-30 04:12:00,,,,,,,,
2023-06-30 04:15:00,,,,,,,,
2023-06-30 04:18:00,,,,,,,,
2023-06-30 04:21:00,,,,,,,,
2023-06-30 04:24:00,,,,,,,,
2023-06-30 04:27:00,,,,,,,,
2023-06-30 04:30:00,,,,,,,,
2023-06-30 04:33:00,,,,,,,,
2023-06-30 04:36:00,,,,,,,,
2023-06-30 04:39:00,,,,,,,,
2023-06-30 04:42:00,,,,,,,,
2023-06-30 04:45:00,,,,,,,,
2023-06-30 04:48:00,,,,,,,,
2023-06-30 04:51:00,,,,,,,,
2023-06-30 04:54:00,,,,,,,,
2023-06-30 04:57:00,,,,,,,,
2023-06-30 05:00:00,,,,,,,,
2023-06-30 05:03:00,,,,,,,,
2023-06-30 05:06:00,,,,,,,,
2023-06-30 05:09:00,,,,,,,,
2023-06-30 05:12:00,,,,,,,,
2023-06-30 05:15:00,,,,,,,,
2023-06-30 05:18:00,,,,,,,,
2023-06-30 05:21:00,,,,,,,,
2023-06-30 05:24:00,,,,,,,,
2023-06-30 05:27:00,,,,,,,,
2023-06-30 05:30:00,,,,,,,,
2023-06-30 05:33:00,,,,,,,,
2023-06-30 05:36:00,,,,,,,,
2023-06-30 05:39:00,,,,,,,,
2023-06-30 05:42:00,,,,,,,,
2023-06-30 05:45:00,,,,,,,,
2023-06-30 05:48:00,,,,,,,,
2023-06-30 05:51:00,,,,,,,,
2023-06-30 05:54:00,,,,,,,,
2023-06-30 05:57:00,,,,,,,,
2023-06-30 06:00:00,,,,,,,,
2023-06-30 06:03:00,,,,,,,,
2023-06-30 06:06:00,,,,,,,,
2023-06-30 06:09:00,,,,,,,,
2023-06-30 06:12:00,,,,,,,,
2023-06-30 06:15:00,,,,,,,,
2023-06-30 06:18:00,,,,,,,,
2023-06-30 06:21:00,,,,,,,,
2023-06-30 06:24:00,,,,,,,,
2023-06-30 06:27:00,,,,,,,,
2023-06-30 06:30:00,,,,,,,,
2023-06-30 06:33:00,,,,,,,,
2023-06-30 06:36:00,,,,,,,,
2023-06-30 06:39:00,,,,,,,,
2023-06-30 06:42:00,,,,,,,,
2023-06-30 06:45:00,,,,,,,,
2023-06-30 06:48:00,,,,,,,,
2023-06-30 06:51:00,,,,,,,,
2023-06-30 06:54:00,,,,,,,,
2023-06-30 06:57:00,,,,,,,,
2023-06-30 07:00:00,,,,,,,,
2023-06-30 07:03:00,,,,,,,,
2023-06-30 07:06:00,,,,,,,,
2023-06-30 07:09:00,,,,,,,,
2023-06-30 07:12:00,,,,,,,,
2023-06-30 07:15:00,,,,,,,,
2023-06-30 07:18:00,,,,,,,,
2023-06-30 07:21:00,,,,,,,,
2023-06-30 07:24:00,,,,,,,,
2023-06-30 07:27:00,,,,,,,,
2023-06-30 07:30:00,,,,,,,,
2023-06-30 07:33:00,,,,,,,,
2023-06-30 07:36:00,,,,,,,,
2023-06-30 07:39:00,,,,,,,,
2023-06-30 07:42:00,,,,,,,,
2023-06-30 07:45:00,,,,,,,,
2023-06-30 07:48:00,,,,,,,,
2023-06-30 07:51:00,,,,,,,,
2023-06-30 07:54:00,,,,,,,,
2023-06-30 07:57:00,,,,,,,,
2023-06-30 08:00:00,,,,,,,,
2023-06-30 08:03:00,,,,,,,,
2023-06-30 08:06:00,,,,,,,,
2023-06-30 08:09:00,,,,,,,,
2023-06-30 08:12:00,,,,,,,,
2023-06-30 08:15:00,,,,,,,,
2023-06-30 08:18:00,25.33,38.84,128.0,8.0,41.0,1.0,427.0,7.0
2023-06-30 08:21:00,25.759999999999998,39.0,128.0,7.0,41.0,1.5,425.0,7.0
2023-06-30 08:24:00,,,,,,,,
2023-06-30 08:27:00,25.810000000000002,39.349999999999994,128.0,8.0,41.5,1.0,425.83500000000004,7.0
2023-06-30 08:30:00,25.655,39.595,128.0,8.0,40.0,1.0,421.67,7.0
2023-06-30 08:33:00,25.76,39.67,128.0,8.0,42.0,1.0,432.0,7.0
2023-06-30 08:36:00,25.26,39.86,128.0,8.0,40.0,1.0,425.0,7.0
2023-06-30 08:39:00,25.475,39.89,128.0,8.0,39.5,1.0,423.66499999999996,7.0
2023-06-30 08:42:00,,,,,,,,
2023-06-30 08:45:00,25.44,39.98,128.0,,40.0,1.0,424.0,8.0
2023-06-30 08:48:00,,,,,,,,
2023-06-30 08:51:00,25.55,39.99,128.0,8.0,39.0,1.0,419.0,7.0
2023-06-30 08:54:00,25.37,39.98,128.0,8.0,41.0,1.0,426.0,7.0
2023-06-30 08:57:00,25.475,39.99,128.0,7.0,41.0,1.0,423.5,7.0
2023-06-30 09:00:00,26.36,40.19,128.0,8.0,43.0,1.0,429.0,10.0
2023-06-30 09:03:00,25.62,40.23,128.0,7.0,40.0,1.0,428.0,8.0
2023-06-30 09:06:00,25.55,40.23,128.0,7.0,39.0,1.0,422.33,8.0
2023-06-30 09:09:00,,,,,,,,
2023-06-30 09:12:00,,,,,,,,
2023-06-30 09:15:00,,,,,,,,
2023-06-30 09:18:00,,,,,,,,
2023-06-30 09:21:00,26.22,40.5,128.0,8.0,40.0,2.0,425.0,8.0
2023-06-30 09:24:00,24.02,40.41,128.0,9.0,41.0,1.0,429.0,10.0
2023-06-30 09:27:00,25.86,40.26,128.0,10.0,40.0,1.0,426.67,8.0
2023-06-30 09:30:00,,,,,,,,
2023-06-30 09:33:00,26.47,40.15,128.0,10.0,42.0,2.0,429.33,8.0
2023-06-30 09:36:00,,,,,,,,
2023-06-30 09:39:00,,,,,,,,
2023-06-30 09:42:00,26.33,39.96,128.0,10.0,41.0,1.0,419.0,8.0
2023-06-30 09:45:00,,,,,,,,
2023-06-30 09:48:00,26.58,39.834999999999994,162.5,8.5,41.0,1.0,423.66499999999996,7.5
2023-06-30 09:51:00,,,,,,,,
2023-06-30 09:54:00,26.22,39.57,128.0,10.0,42.0,1.0,427.33,10.0
2023-06-30 09:57:00,26.33,39.34,128.0,8.0,40.0,1.0,429.0,7.0
2023-06-30 10:00:00,26.58,39.33,128.0,8.0,40.0,1.0,421.67,7.0
2023-06-30 10:03:00,,,,,,,,
2023-06-30 10:06:00,25.94,39.32,128.0,9.0,40.0,2.0,423.0,7.0
2023-06-30 10:09:00,26.87,39.39,128.0,9.0,41.0,1.0,423.67,8.0
2023-06-30 10:12:00,,,,,,,,
2023-06-30 10:15:00,26.91,39.94,128.0,10.0,40.0,1.0,423.33,13.0
2023-06-30 10:18:00,,,,,,,,
2023-06-30 10:21:00,26.22,40.26,128.0,8.0,40.0,1.0,,
2023-06-30 10:24:00,25.76,40.34,128.0,6.0,341.0,1.0,,
2023-06-30 10:27:00,,,,,,,,
2023-06-30 10:30:00,,,,,,,,
2023-06-30 10:33:00,,,,,,,,
2023-06-30 10:36:00,,,,,,,,
2023-06-30 10:39:00,,,,,,,,
2023-06-30 10:42:00,,,,,,,,
2023-06-30 10:45:00,,,,,,,,
2023-06-30 10:48:00,,,,,,,,
2023-06-30 10:51:00,,,,,,,,
2023-06-30 10:54:00,,,,,,,,
2023-06-30 10:57:00,,,,,,,,
2023-06-30 11:00:00,,,,,,,,
2023-06-30 11:03:00,,,,,,,,
2023-06-30 11:06:00,,,,,,,,
2023-06-30 11:09:00,,,,,,,,
2023-06-30 11:12:00,,,,,,,,
2023-06-30 11:15:00,,,,,,,,
2023-06-30 11:18:00,,,,,,,,
2023-06-30 11:21:00,,,,,,,,
2023-06-30 11:24:00,,,,,,,,
2023-06-30 11:27:00,,,,,,,,
2023-06-30 11:30:00,,,,,,,,
2023-06-30 11:33:00,,,,,,,,
2023-06-30 11:36:00,,,,,,,,
2023-06-30 11:39:00,,,,,,,,
2023-06-30 11:42:00,,,,,,,,
